Date,Description,Category,Amount,Split,Tags
2/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/21/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1514.26,,
2/22/24,Wealthfront EDI PYMNTS,Other,-1283.24,,
2/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.08,,
2/23/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
2/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
2/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.09,,
2/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
2/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.09,,
2/23/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
2/23/24,PURCHASE PAYPAL *TWITCHINTER,Cable & Internet,-5.26,,
2/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
2/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.09,,
2/23/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
2/23/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
2/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
2/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-2.2,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *TWITCHINTER,Cable & Internet,-5.26,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-3.33,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.07,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.1,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
2/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
3/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
3/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
3/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/6/24,BRIGHTSTAR FRANC DIRECT DEP,Other,2360.62,,
3/6/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/6/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/6/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/6/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1559.41,,
3/6/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/6/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/7/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/7/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/7/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/7/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/7/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/7/24,Wealthfront EDI PYMNTS,Other,-3749.39,,
3/7/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/7/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/7/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/7/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/7/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/7/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/7/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/7/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/7/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.15,,
3/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.08,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-2.5,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
