Date,Description,Category,Amount,Split,Tags
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1718.84,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/4/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/4/24,Wealthfront EDI PYMNTS,Other,-1887.3,,
4/4/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/5/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/5/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/5/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/5/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/5/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/5/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/5/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/5/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/5/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/5/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/5/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/5/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/5/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/5/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/5/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/5/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,MY.GAMES B.V. IAT PAYPAL,Other,-30.0,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,MY.GAMES B.V. IAT PAYPAL,Other,-30.0,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/9/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/9/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/9/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/9/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/9/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/10/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/10/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/10/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/10/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/10/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/10/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/11/24,PAYPAL INST XFER,Other,-5.26,,
4/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/12/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/12/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/12/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/12/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/12/24,PURCHASE ONLYFANS.COM*A,Other,-3.32,,
4/12/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/12/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/12/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/12/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/12/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/12/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/12/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/12/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1526.99,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,PLANET FIT CLUB FEES,Fitness,-25.32,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/17/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,Wealthfront EDI PYMNTS,Other,-1251.85,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
